Wavelength(um),Intensity
4.193048262065516840e-01,5.643369318945999998e-25
4.194048512128032424e-01,5.303245920950000022e-25
4.195048762190548008e-01,5.427303738552000214e-25
4.196049012253063593e-01,5.538320394900000417e-25
4.197049262315579177e-01,5.202140219009999639e-25
4.198049512378094761e-01,5.604803848154999769e-25
4.199049762440610345e-01,5.260588675515999588e-25
4.200050012503125929e-01,5.396935798504000317e-25
4.201050262565641513e-01,5.493293533410999636e-25
4.202050512628157097e-01,5.169491122586000317e-25
4.203050762690672681e-01,5.566797567253999659e-25
4.204051012753188266e-01,5.219066809000999833e-25
4.205051262815704405e-01,5.366785126173000365e-25
4.206051512878219989e-01,5.448318175479000155e-25
4.207051762940735573e-01,5.137405035725999574e-25
4.208052013003251157e-01,5.528887230893999739e-25
4.209052263065766741e-01,5.177566397437000034e-25
4.210052513128282325e-01,5.336488056842999950e-25
4.211052763190797910e-01,5.403743612688000075e-25
4.212053013253313494e-01,5.105510270560000246e-25
4.213053263315829078e-01,5.490882438843000209e-25
4.214053513378344662e-01,5.136760641838000202e-25
4.215053763440860246e-01,5.306614480006000339e-25
4.216054013503375830e-01,5.360093835893000458e-25
4.217054263565891969e-01,5.074348279862000121e-25
4.218054513628407554e-01,5.453078214500000062e-25
4.219054763690923138e-01,5.096521582200999934e-25
4.220055013753438722e-01,5.276378681231000410e-25
4.221055263815954306e-01,5.316510190259999652e-25
4.222055513878469890e-01,5.043758243966999770e-25
4.223055763940985474e-01,5.415689382914999932e-25
4.224056014003501058e-01,5.057598660622999667e-25
4.225056264066016642e-01,5.246898461922000037e-25
4.226056514128532227e-01,5.273145281566999785e-25
4.227056764191047811e-01,5.013034935565000183e-25
4.228057014253563395e-01,5.378044443714999585e-25
4.229057264316079534e-01,5.019008137305000093e-25
4.230057514378595118e-01,5.217419787643999601e-25
4.231057764441110702e-01,5.230607177649999722e-25
4.232058014503626286e-01,4.983197418317000230e-25
4.233058264566141871e-01,5.340388451213000090e-25
4.234058514628657455e-01,4.980672932567000394e-25
4.235058764691173039e-01,5.187768887875000196e-25
4.236059014753688623e-01,5.188334349998999870e-25
4.237059264816204207e-01,4.953940799477999903e-25
4.238059514878719791e-01,5.303253347597999901e-25
4.239059764941235375e-01,4.943255334607000037e-25
4.240060015003750959e-01,5.158277864233999888e-25
4.241060265066266544e-01,5.146347140850999818e-25
4.242060515128782683e-01,4.924851346804999713e-25
4.243060765191298267e-01,5.265890573601999997e-25
4.244061015253813851e-01,4.906367002971000372e-25
4.245061265316329435e-01,5.128951780769999819e-25
4.246061515378845019e-01,5.104654451126000306e-25
4.247061765441360603e-01,4.896244743083999582e-25
4.248062015503876188e-01,5.228936861841000037e-25
4.249062265566391772e-01,4.870023965244000074e-25
